Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDAST8H3S0,Packera ogotorukensis,Ogotoruk Creek butterweed,BAFA; BWBSvk; CMA,SH (2019),Red,G3G5 (2016),,,,,Y,
PDAST8H2D0,Packera pauciflora,rayless alpine butterweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST8H2E0,Packera paupercula,Canadian butterweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST8H2H2,Packera pseudaurea var. pseudaurea,streambank butterweed,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST8H320,Packera streptanthifolia,Rocky Mountain butterweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE60E0,Packera subnuda var. moresbiensis,Haida Gwaii butterweed,,S4S5 (2020),Yellow,G5T3T4 (2016),,,,,,
PDAST8H0Z0,Packera subnuda var. subnuda,alpine meadow butterweed,,S3S4 (2021),Yellow,G5T5 (2016),,,,,,
IICOLSE060,Pactopus hornii,A False Metallic Wood-boring Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLU5010,Paederus littorarius,A Rove Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IEECH71010,Paelopatides confundens,Disguised Sea Cucumber,,SNR (2022),Not Reviewed,G5 (2017),,,,,,
IIHOMM2010,Pagaronia tredecimpunctata,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM1J010,Pagasa fuscum,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM1J020,Pagasa nigripes,,,SNR,Not Reviewed,GNR,,,,,,
ABNNM07010,Pagophila eburnea,Ivory Gull,,SNA (2023),Accidental,G4 (2016),E,1-E (2003),,,,
ICMALL1010,Paguristes turgidus,Swollen Hermit Crab,,SNR,Not Reviewed,G5 (2017),,,,,,
ICMALL2010,Paguristes ulreyi,Furry Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59040,Pagurus aleuticus,Aleutian Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59060,Pagurus armatus,Armed Hermit Crab,,SNR,Not Reviewed,G5 (2017),,,,,,
ICMAL59070,Pagurus beringanus,Bering Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59080,Pagurus capillatus,Fuzzy Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59090,Pagurus caurinus,Greenmark Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59100,Pagurus confragosus,Knobbyhand Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59110,Pagurus cornutus,Hornyhand Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59120,Pagurus dalli,Whiteknee Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59130,Pagurus granosimanus,Grainyhand Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59140,Pagurus hartae,Hart's Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59150,Pagurus hemphilli,Maroon Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59160,Pagurus hirsutiusculus,Hairy Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL590A0,Pagurus holmi,Holm's Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59170,Pagurus kennerlyi,Bluespine Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59180,Pagurus ochotensis,Alaskan Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59210,Pagurus quaylei,Quayle's Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59220,Pagurus samuelis,Blueband Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
ICMAL59230,Pagurus setosus,Setose Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59240,Pagurus stevensae,Stevens's Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMAL59250,Pagurus tanneri,Longhand Hermit Crab,,SNR,Not Reviewed,GNR,,,,,,
IITRIC0020,Palaeagapetus guppyi,A Caddisfly,,SU (2016),Not Reviewed,G2G3 (2005),,,,,,
IITRIC0030,Palaeagapetus nearcticus,A Caddisfly,,SU (2016),Not Reviewed,G4G5 (2005),,,,,,
ICMAL47020,Palaemon macrodactylus,Oriental Grass Shrimp,,SNA (2019),Exotic,GNR,,,,,,
NLLEC0Y040,Palicella filamentosa,,,SU (2020),Unknown,GNR,,,,,,
NLLEC0Y010,Palicella schizochromatica,,,S5 (2020),Yellow,GNR,,,,,,
AFC4F11010,Pallasina barbata,Tubenose Poacher,,SNR,Not Reviewed,GNR,,,,,,
IIDIPK3020,Pallicephala occidentalis,Western Stiletto Fly,,S3S5 (2019),Not Reviewed,GNR,,,,,,
IIDIPK3030,Pallicephala pachyceras,Pacific Coast Stiletto Fly,,S3S4 (2019),Not Reviewed,GNR,,,,,,
NFFUNTRBI1,Pallidohirschioporus biformis,,,SU (2021),Unknown,GNR,,,,,,
NFHYM0P030,Pallidohirschioporus subchartaceus,,,SU (2021),Unknown,GNR,,,,,,
IICOLSC330,Palorus ratzeburgii,Smalleyed Flour Beetle,,SNA (2023),Exotic,GNR,,,,,,
IILER4L100,Palpita magniferalis,Splendid Palpita Moth,,SU (2020),Unknown,GNR,,,,,,
IILEY4F010,Palthis angulalis,Dark-spotted Palthis Moth,,S5? (2020),Yellow,G5 (2017),,,,,,
IIHOM0Z010,Paluda gladiola,,,SNR,Not Reviewed,GNR,,,,,,
NBMUS58010,Paludella squarrosa,,,S4S5 (2024),Yellow,G5 (2015),,,,,,
NBMUS1W012,Palustriella falcata,,,S4S5 (2024),Yellow,G5 (2015),,,,,,
IILEM1F020,Pammene felicitana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1F030,Pammene perstructana,,,SU (2020),Unknown,GNR,,,,,,
NFAGA81010,Panaeolina castaneifolia,,,SU (2025),Unknown,GNR,,,,,,
NFFUNPAFO1,Panaeolina foenisecii,,,S4S5 (2021),Yellow,GNR,,,,,,
NFAGA3W020,Panaeolus acuminatus,,,SU (2021),Unknown,GNR,,,,,,
NFAGA3W030,Panaeolus alcis,,,SU (2021),Unknown,GNR,,,,,,
NFAGA3W0B0,Panaeolus antillarum,,,SU (2025),Unknown,GNR,,,,,,
NFAGA3W0A0,Panaeolus cinctulus,,,SU (2021),Unknown,GNR,,,,,,
NFAGA3W070,Panaeolus fimicola,,,SU (2021),Unknown,GNR,,,,,,
NFAGA3W040,Panaeolus olivaceus,,,SU (2021),Unknown,GNR,,,,,,
NFFUNPAPA1,Panaeolus papilionaceus,,,S4S5 (2021),Yellow,GNR,,,,,,
NFAGA3W0C0,Panaeolus reticulatus,,,SU (2025),Unknown,GNR,,,,,,
NFFUNPASE1,Panaeolus semiovatus,,,S4 (2021),Yellow,GNR,,,,,,
NFAGA3W050,Panaeolus solidipes,,,SU (2021),Unknown,GNR,,,,,,
NFFUNPASU1,Panaeolus subbalteatus,,,S4S5 (2021),Yellow,GNR,,,,,,
IIHOMJ1010,Panaphis juglandis,,,SNR,Not Reviewed,GNR,,,,,,
ICMALC4020,Pandalopsis ampla,Deepwater Big-eyed Shrimp,,SNR,Not Reviewed,GNR,,,,,,
ICMALC4010,Pandalopsis dispar,Side-striped Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC4030,Pandalopsis lucidirimicola,Sparkling Shrimp,,SNR,Not Reviewed,GNR,,,,,,
ICMALC3010,Pandalus danae,Dock Shrimp,,SNR,Not Reviewed,GNR,,,,,,
ICMALC3080,Pandalus eous,Alaskan Pink Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3020,Pandalus goniurus,Humpy Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3040,Pandalus hypsinotus,Coon-striped Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3030,Pandalus jordani,Ocean Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3050,Pandalus platyceros,Spot Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3090,Pandalus stenolepis,Roughpatch Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALC3100,Pandalus tridens,Yellow-legged Shrimp,,SNR,Not Reviewed,GNR,,,,,,
IILEM22040,Pandemis canadana,Green Aspen Leaftier,,SU (2020),Unknown,GNR,,,,,,
IILEM22010,Pandemis cerasana,Barred Fruit-tree Tortrix Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM27020,Pandemis coniferana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM22060,Pandemis heparana,Dark Fruit-tree Tortrix Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM22030,Pandemis limitata,Three-lined Leafroller Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM22050,Pandemis pyrusana,Pandemis Leafroller Moth,,SU (2020),Unknown,GNR,,,,,,
ABNKC01010,Pandion haliaetus,Osprey,,S5B (2015),Yellow,G5 (2016),,,,,,
IIDIPK4010,Pandivirilia conspicua,Conspicuous Stiletto Fly,,S5 (2019),Not Reviewed,GNR,,,,,,
NFAGA4G010,Panellus longinquus,,,S4 (2021),Yellow,GNR,,,,,,
NFAGA22020,Panellus mitis,,,S4 (2021),Yellow,GNR,,,,,,
NFAGA22030,Panellus ringens,,,SU (2021),Unknown,GNR,,,,,,
NFFUN0M010,Panellus stipticus,,,S4 (2021),Yellow,GNR (1993),,,,,,
PMPOA4K0D0,Panicum capillare,common witchgrass,,S5 (2019),Yellow,G5 (2025),,,,,,
PMPOA4K0N4,Panicum dichotomiflorum ssp. dichotomiflorum,smooth witchgrass,,SNA (2019),Exotic,G5T5 (2025),,,,,,
PMPOA4K1F1,Panicum miliaceum ssp. miliaceum,broomcorn millet,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA4K1F2,Panicum miliaceum ssp. ruderale,broomcorn millet,,SNA (2012),Exotic,GNRTNR,,,,,,
ILARADH010,Panisopsis gorhami,a water mite,,SU (2024),Not Reviewed,GNR,,,,,,
ILARADH020,Panisopsis pedunculata,a water mite,,SNR (2024),Not Reviewed,GNR,,,,,,
ILARADJ010,Panisus cataphractus,a water mite,,SU (2024),Not Reviewed,GNR,,,,,,
NLLEC1N110,Pannaria rubiginella,inconsiderable gingerbread,,S3 (2010),Blue,G3G5 (2013),,,,,,
NLLEC1N090,Pannaria rubiginosa,considerable gingerbread,,S3S4 (2025),Yellow,G4G5 (2006),,,,,,
IEECH72010,Pannychia moseleyi,Moseley's Sea Cucumber,,SNR (2022),Not Reviewed,G5 (2017),,,,,,
IICOLK9050,Panscopus abruptus,A Broad-nosed Weevil,,S1S3 (2023),Red,GNR,,,,,,
IICOLK9010,Panscopus aequalis,A Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLK9060,Panscopus bakeri,A Broad-nosed Weevil,,SH (2023),Red,GNR,,,,,,
IICOLK9070,Panscopus costatus,A Broad-nosed Weevil,,SH (2023),Red,GNR,,,,,,
IICOLK9080,Panscopus gemmatus,A Broad-nosed Weevil,,S3 (2023),Blue,GNR,,,,,,
IICOLK9090,Panscopus ovalis,A Broad-nosed Weevil,,S2S3 (2023),Blue,GNR,,,,,,
IICOLK9100,Panscopus rugicollis,A Broad-nosed Weevil,,S3 (2023),Blue,GNR,,,,,,
IICOLK9110,Panscopus spantoni,A Broad-nosed Weevil,,SH (2023),Red,GNR,,,,,,
IICOLK9130,Panscopus torpidus,A Broad-nosed Weevil,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IIODO55020,Pantala hymenaea,Spot-winged Glider,,SNA (2023),Accidental,G5 (2015),,,,,,
IIDIPB4010,Pantarbes earinus,,,SU (2016),Not Reviewed,GNR,,,,,,
IILEYAH010,Panthea acronyctoides,Black Zigzag Moth,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAH060,Panthea furcilla,Eastern Panthea Moth,,S3S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAH050,Panthea gigantea,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYAH020,Panthea virginarius,Cascades Panthea Moth,,S5 (2020),Yellow,GNR,,,,,,
AFCJC02310,Pantosteus bondi,Cordilleran Sucker,PP; BG; CWH; IDF,S3?,Blue,GNR,T,,,,Y,Y
IIHYMJ1010,Panurginus atriceps,,,S5 (2016),Not Reviewed,G5 (2017),,,,,,
IIHYMJ1030,Panurginus cressoniellus,,,SU (2016),Not Reviewed,GNR,,,,,,
IIHYMJ1040,Panurginus ineptus,,,S5 (2016),Not Reviewed,G5 (2017),,,,,,
NFPOL1K010,Panus conchatus,,,S4 (2021),Yellow,GNR,,,,,,
NFFUNLEST1,Panus neostrigosus,,,S4 (2021),Yellow,GNR,,,,,,
NFPOL1K020,Panus rudis,,,SU (2025),Unknown,GNR,,,,,,
ITUNID2010,Paobius columbiensis,,,SU (2020),Not Reviewed,GNR,,,,,,
ITUNID2020,Paobius orophilus,,,SU (2020),Not Reviewed,GNR,,,,,,
IILEX0G010,Paonias excaecata,Blinded Sphinx,,S4S5 (2020),Yellow,G5 (2023),,,,,,
IILEX0G020,Paonias myops,Small-eyed Sphinx,,S4S5 (2020),Yellow,G5 (2017),,,,,,
IILEYC0490,Papaipema insulidens,,,S5? (2020),Yellow,GU,,,,,,
PDPAP0H010,Papaver alboroseum,pale poppy,,S3S4 (2019),Yellow,G3G4 (2006),,,,,,
PDPAP0H030,Papaver argemone,long prickly-headed poppy,,SNA (2019),Exotic,GNR (1994),,,,,,
PDPAP0H050,Papaver croceum,ice poppy,,SNA (2019),Exotic,GNR,,,,,,
PDPAP0H060,Papaver dubium,blind eyes,,SNA (2019),Exotic,GNR,,,,,,
PDPAP0H0J2,Papaver kluanense,arctic poppy,,S4 (2019),Yellow,G5T4 (2012),,,,,,
PDPAP0H0G0,Papaver pygmaeum,dwarf poppy,ESSFdk; ESSFdkp; ESSFdkw; IMA,S2? (2022),Red,G3 (2020),,,,,Y,
PDPAP0H0D0,Papaver rhoeas,corn poppy,,SNA (2019),Exotic,GNR,,,,,,
PDPAP0H0E0,Papaver somniferum,opium poppy,,SNA (2019),Exotic,GNR,,,,,,
IILEYJ2020,Papestra biren,Glaucous Shears Moth,,SU (2020),Unknown,GNR,,,,,,
IILEYJ2040,Papestra brenda,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYJ2030,Papestra cristifera,,,S4S5 (2020),Not Reviewed,G5 (2016),,,,,,
IILEYJ2050,Papestra invalida,,,S3S5 (2020),Not Reviewed,GNR,,,,,,
IILEYJ2010,Papestra quadrata,,,S4S5 (2020),Not Reviewed,G5 (2018),,,,,,
IILEP94250,Papilio canadensis,Canadian Swallowtail,,S5 (2020),Yellow,G5 (2021),,,,,,
IILEP94210,Papilio eurymedon,Pale Swallowtail,,S5 (2020),Yellow,G5 (2020),,,,,,
IILEP94100,Papilio indra,Indra Swallowtail,CWH; ESSF; IDF; IMA; MH; MS,S1 (2020),Red,G4? (2023),,,,,Y,
IILEP94080,Papilio machaon,Old World Swallowtail,,S4S5 (2020),Yellow,G5 (2023),,,,,,
IILEP94086,Papilio machaon aliaska,"Old World Swallowtail, aliaska subspecies",,S5 (2021),Yellow,G5T5 (2015),,,,,,
IILEP94084,Papilio machaon dodi,"Old World Swallowtail, dodi subspecies",,SU (2021),Unknown,G5T4T5 (2003),,,,,,
IILEP94085,Papilio machaon hudsonianus,"Old World Swallowtail, hudsonianus subspecies",ESSF; MS; SBS,S2 (2021),Red,G5T5 (2016),,,,,,
IILEP94083,Papilio machaon oregonius,"Old World Swallowtail, oregonius subspecies",,S4 (2021),Yellow,G5T4T5 (2001),,,,,,
IILEP94081,Papilio machaon pikei,"Old World Swallowtail, pikei subspecies",BWBS,S2? (2021),Red,G5T3 (2000),,,,,Y,
IILEP94200,Papilio multicaudata,Two-tailed Swallowtail,,S4S5 (2020),Yellow,G5 (2020),,,,,,
IILEP94190,Papilio rutulus,Western Tiger Swallowtail,,S5 (2020),Yellow,G5 (2020),,,,,,
IILEP94090,Papilio zelicaon,Anise Swallowtail,,S5 (2020),Yellow,G5 (2020),,,,,,
IIHEM98020,Pappus luridus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM98030,Pappus piceicola,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM98010,Pappus pseudotsugae,,,SNR,Not Reviewed,G5 (2001),,,,,,
IIHEM98040,Pappus rolfsi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM98050,Pappus rubripes,,,SNR,Not Reviewed,GNR,,,,,,
IILEYKW010,Parabagrotis cupidissima,,,S3S4 (2020),Not Reviewed,GNR,,,,,,
IILEYKW020,Parabagrotis exsertistigma,,,S3S5 (2020),Not Reviewed,GNR,,,,,,
IILEYKW030,Parabagrotis formalis,,,S3S4 (2020),Not Reviewed,GNR,,,,,,
IILEYKW040,Parabagrotis insularis,,,S3S5 (2020),Not Reviewed,GNR,,,,,,
IILEYKW050,Parabagrotis sulinaris,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IEECH73010,Paracaudina chilensis,Rat-tailed Fusiform Sea Cucumber,,SNR (2022),Not Reviewed,GNR,,,,,,
IIHOMAV010,Paraceresa colon,,,SNR,Not Reviewed,GNR,,,,,,
IILEE03010,Paraclemensia acerifoliella,Maple Leafcutter Moth,,SU (2020),Unknown,GNR,,,,,,
ICMALL3010,Paracrangon echinata,Horned Shrimp,,SNR,Not Reviewed,G5 (2017),,,,,,
IDANT0Y020,Paracyathus stearnsii,Brown Stony Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IICOL5W040,Paracymus confusus,A Water Scavenger Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOL5W030,Paracymus subcupreus,,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL5W050,Paracymus tarsalis,A Water Scavenger Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IIHEMAY010,Paradacerla downesi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMAY020,Paradacerla formicina,,,SNR,Not Reviewed,GNR,,,,,,
ZMYXO13010,Paradiachea caespitosa,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO14020,Paradiacheopsis fimbriata,a slime mold,,SU (2023),Unknown,GNR,,,,,,
IILEYLW010,Paradiarsia littoralis,Labrador Dart Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IICOLRZN70,Paradilacra densissima,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NFPEZ0F030,Paradiscina melaleuca,,,SU (2021),Unknown,GNR,,,,,,
IICOLEQ2B0,Paradonus pectoralis,A Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
NFPEZ000A0,Paragalactinia succosa,,,SU (2021),Unknown,GNR,,,,,,
IICOLRZN80,Paragoniusa myrmicae,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IDANT43010,Paragorgia arborea,Tree Bubblegum Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IDANT43030,Paragorgia stephencairnsi,Pink Bubblegum Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IDANT43040,Paragorgia yutlinux,Yutlinux Bubblegum Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
NFAGA2F070,Paragymnopus perforans,,,S2S4 (2021),Blue,GNR,,,,,,
NFAGA82010,Paragymnopus sublaccatus,,,SU (2025),Unknown,GNR,,,,,,
NFPEZ0K010,Paragyromitra ambigua,,,SU (2021),Unknown,GNR,,,,,,
NFPEZ0K020,Paragyromitra columbiana,,,SU (2021),Unknown,GNR,,,,,,
NFDIS000B0,Paragyromitra infula,,,S4? (2021),Yellow,GNR,,,,,,
ITUNI0E010,Parajulus perditus,,,SU (2020),Not Reviewed,GNR,,,,,,
IMGAS47030,Paralaoma servilis,Pinhead Spot,,S5? (2025),Yellow,G5 (2002),,,,,,
NFFUNLEFL1,Paralepista flaccida,,,S4 (2021),Yellow,GNR,,,,,,
IICOLRZN90,Paraleptonia pacei,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IIEPH33050,Paraleptophlebia adoptiva,,,SNR,Not Reviewed,G4 (2025),,,,,,
IIEPH33160,Paraleptophlebia bicornuta,,,SU (2016),Not Reviewed,G5 (2008),,,,,,
IIEPH33170,Paraleptophlebia brunneipennis,,,SH,Not Reviewed,GH (2017),,,,,,
IIEPH33060,Paraleptophlebia debilis,,,SNR,Not Reviewed,G4G5 (2025),,,,,,
IIEPH33230,Paraleptophlebia gregalis,,,SNR,Not Reviewed,G3G4 (2003),,,,,,
IIEPH33250,Paraleptophlebia heteronea,,,SU (2016),Not Reviewed,G5 (2008),,,,,,
IIEPH33280,Paraleptophlebia memorialis,,,SU (2016),Not Reviewed,G4 (2009),,,,,,
IIEPH33320,Paraleptophlebia rufivenosa,,,SU (2017),Not Reviewed,GUQ (2017),,,,,,
IIEPH33040,Paraleptophlebia temporalis,,,SNR,Not Reviewed,G4 (2008),,,,,,
IIEPH33360,Paraleptophlebia vaciva,,,SNR,Not Reviewed,G3 (2025),,,,,,
NBMUS5A010,Paraleucobryum enerve,,,S4S5 (2024),Yellow,G5? (1996),,,,,,
NBMUS5A020,Paraleucobryum longifolium,,,S3S4 (2024),Yellow,G5 (2015),,,,,,
IILEF24010,Paraleucoptera albella,Cottonwood Leafminer,,SNR (2017),Not Reviewed,GNR,,,,,,
IIPLE0D030,Paraleuctra forcipata,Bullshorn Needlefly,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIPLE0D040,Paraleuctra jewetti,Slender Needlefly,,SU (2017),Not Reviewed,G4 (1998),,,,,,
IIPLE0D050,Paraleuctra occidentalis,Western Needlefly,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIPLE0D070,Paraleuctra projecta,Rockies Needlefly,,SU (2017),Not Reviewed,G4 (2009),,,,,,
IIPLE0D090,Paraleuctra vershina,Summit Needlefly,,S4S5 (2017),Not Reviewed,G5 (2009),,,,,,
IIHOMAD010,Paraliburnia furcata,,,SNR,Not Reviewed,GNR,,,,,,
IIHOMAD020,Paraliburnia lecartus,,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15040,Paraliparis cephalus,Swellhead Snailfish,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15010,Paraliparis deani,Prickly Snailfish,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15050,Paraliparis latifrons,Bigpored Snailfish,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15080,Paraliparis melanobranchus,Phantom Snailfish,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15060,Paraliparis paucidens,Toothless Snailfish,,SNR,Not Reviewed,GNR,,,,,,
AFC4G15070,Paraliparis rosaceus,Pink Snailfish,,SNR,Not Reviewed,GNR,,,,,,
IILER84010,Paralipsa gularis,a pyralid moth,,SNA (2020),Exotic,GNR,,,,,,
ICMALA7110,Paralithodes camtschaticus,Red King Crab,,SNR,Not Reviewed,GNR,,,,,,
IILEM04110,Paralobesia piceana,,,SU (2020),Unknown,GNR,,,,,,
ICMALL4020,Paralomis multispina,Many-spined King Crab,,SNR,Not Reviewed,G5 (2017),,,,,,
ICMALL4030,Paralomis verrilli,Verrill's King Crab,,SNR,Not Reviewed,G5 (2017),,,,,,
IRPRT0T010,Paramacrobiotus areolatus,a tardigrade,,SU (2022),Unknown,GNR,,,,,,
IRPRT0T020,Paramacrobiotus richtersi,a tardigrade,,SU (2022),Unknown,GNR,,,,,,
IICOLRZP00,Paramblopusa borealis,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IIEPH32040,Parameletus columbiae,,,SNR,Not Reviewed,G1G2 (2024),,,,,,
ILARADK010,Paramideopsis susanae,a water mite,,SNR (2024),Not Reviewed,GNR,,,,,,
IIHYMJ7020,Parancistrocerus acarigaster,a potter wasp,,S3 (2017),Not Reviewed,GNR,,,,,,
IIHYMJ7030,Parancistrocerus acarophorus,a potter wasp,,S1 (2017),Not Reviewed,GNR,,,,,,
IIHYMJ7060,Parancistrocerus pensylvanicus,a potter wasp,,S1 (2017),Not Reviewed,GNR,,,,,,
IIHYMJ7080,Parancistrocerus vagus,a potter wasp,,S1 (2017),Not Reviewed,GNR,,,,,,
ILARA7H010,Paranonychus brunneus,Brown Harvestman,,S4S5 (2024),Yellow,GNR,,,,,,
IILEK04050,Paranthrene robiniae,Western Poplar Clearwing Moth,,S4S5 (2020),Yellow,GNR,,,,,,
IDANT45020,Parantipathes sp. 1,Black Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IICLL2H010,Paranura colorata,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL2H040,Paranura sitchensis,,,SU (2019),Not Reviewed,GNR,,,,,,
ICMALL5010,Parapagurus benedicti,Benedict's Deep-water Hermit Crab,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALL6010,Parapasiphae sulcatifrons,Grooveback Glass Shrimp,,SNR,Not Reviewed,GNR,,,,,,
IIPLE1C010,Paraperla frontalis,Hyporheic Sallfly,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIPLE1C020,Paraperla wilsoni,Chilliwack Sallfly,,S4S5 (2017),Not Reviewed,G4G5 (2017),,,,,,
IIHOM20300,Paraphlepsius apertinus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20080,Paraphlepsius apertus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20090,Paraphlepsius bifidus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20310,Paraphlepsius excavatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20140,Paraphlepsius irroratus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20230,Paraphlepsius lascivius,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM20280,Paraphlepsius occidentalis,,,SNR,Not Reviewed,GNR,,,,,,
PMPOA4M010,Parapholis incurva,curved sicklegrass,,SNA (2019),Exotic,GNR,,,,,,
NBANT03030,Paraphymatoceros pearsonii,,,S2 (2018),Red,G2G4 (1999),,,,,,
IIHEM1N010,Parapiesma cinereum,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM1N020,Parapiesma explanatum,,,SNR,Not Reviewed,GNR,,,,,,
IILES0E100,Paraplatyptilia albiciliatus,,,SU (2020),Unknown,GNR,,,,,,
IILES0E150,Paraplatyptilia albidorsellus,,,SU (2020),Unknown,GNR,,,,,,
IILES0E120,Paraplatyptilia albidus,,,SU (2020),Unknown,GNR,,,,,,
IILES0E080,Paraplatyptilia edwardsii,,,SU (2020),Unknown,GNR,,,,,,
IILES0E160,Paraplatyptilia fragilis,,,SU (2020),Unknown,GNR,,,,,,
IILES0E170,Paraplatyptilia maea,,,SU (2020),Unknown,GNR,,,,,,
IILES0E140,Paraplatyptilia nana,,,SU (2020),Unknown,GNR,,,,,,
IILES0E130,Paraplatyptilia shastae,,,SU (2020),Unknown,GNR,,,,,,
IILER0E060,Parapoynx allionealis,Watermilfoil Leafcutter Moth,,SU (2020),Unknown,GNR,,,,,,
IILER0E010,Parapoynx maculalis,Polymorphic Pondweed Moth,,SU (2020),Unknown,GNR,,,,,,
IIHEMAZ020,Paraproba cincta,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMAZ030,Paraproba hamata,,,SNR,Not Reviewed,GNR,,,,,,
IITRI63640,Parapsyche almota,A Caddisfly,,S4S5 (2016),Not Reviewed,G5 (2005),,,,,,
